Date, Time, Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude
12/07/2021,18:09:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:10:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:11:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:12:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:13:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:14:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:15:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:16:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:17:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:18:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:19:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:20:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:21:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:22:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:23:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:24:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:25:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:26:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:27:00,"0","0","0","0","0","0","0","60","0","0"
12/07/2021,18:28:00,"0","93","7","0","0","0","0","60","0","93,26"
12/07/2021,18:29:00,"6","80","10","0","0","0","0","60","0","80,85"
12/07/2021,18:30:00,"62","118","49","2","0","0","0","59","1","142,02"
12/07/2021,18:31:00,"77","41","99","5","0","0","0","60","0","131,95"
12/07/2021,18:32:00,"136","63","163","5","0","0","0","60","0","221,44"
12/07/2021,18:33:00,"14","69","16","0","0","0","0","60","0","72,2"
12/07/2021,18:34:00,"64","122","25","3","0","0","0","60","0","140,02"
12/07/2021,18:35:00,"31","38","15","1","0","0","0","60","0","51,28"
12/07/2021,18:36:00,"0","0","0","0","0","0","0","60","0","0"
12/07/2021,18:37:00,"0","0","0","0","0","0","0","60","0","0"
12/07/2021,18:38:00,"39","123","78","3","0","0","0","60","0","150,78"
12/07/2021,18:39:00,"36","208","14","3","0","0","0","60","0","211,56"
12/07/2021,18:40:00,"206","228","196","8","0","0","0","60","0","364,47"
12/07/2021,18:41:00,"64","241","64","3","0","0","0","60","0","257,44"
12/07/2021,18:42:00,"34","62","25","2","0","0","0","60","0","75"
12/07/2021,18:43:00,"52","79","22","1","0","0","0","60","0","97,1"
12/07/2021,18:44:00,"45","64","20","4","0","0","0","60","0","80,75"
12/07/2021,18:45:00,"78","246","89","2","0","0","0","60","0","272,99"
12/07/2021,18:46:00,"85","244","124","4","0","0","0","60","0","286,6"
12/07/2021,18:47:00,"15","170","2","1","0","0","0","60","0","170,67"
12/07/2021,18:48:00,"0","0","0","0","0","0","0","60","0","0"
12/07/2021,18:49:00,"0","0","0","0","0","0","0","60","0","0"
12/07/2021,18:50:00,"0","0","0","0","0","0","0","60","0","0"
12/07/2021,18:51:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:52:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:53:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:54:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:55:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:56:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:57:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:58:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,18:59:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:00:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:01:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:02:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:03:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:04:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:05:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:06:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:07:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:08:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:09:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:10:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:11:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:12:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:13:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:14:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:15:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:16:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:17:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:18:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:19:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:20:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:21:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:22:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:23:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:24:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:25:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:26:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:27:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:28:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:29:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:30:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:31:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:32:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:33:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:34:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:35:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:36:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:37:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:38:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:39:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:40:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:41:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:42:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:43:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:44:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:45:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:46:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:47:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:48:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:49:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:50:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:51:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:52:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:53:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:54:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:55:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:56:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:57:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:58:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,19:59:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:00:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:01:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:02:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:03:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:04:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:05:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:06:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:07:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:08:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:09:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:10:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:11:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:12:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:13:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:14:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:15:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:16:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:17:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:18:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:19:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:20:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:21:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:22:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:23:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:24:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:25:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:26:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:27:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:28:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:29:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:30:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:31:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:32:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:33:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:34:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:35:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:36:00,"0","0","0","0","0","60","0","0","0","0"
12/07/2021,20:37:00,"0","0","0","0","0","60","0","0","0","0"
