Date, Time, Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude
17/06/2021,20:35:00,"2283","1402","1961","24","0","0","60","0","0","3320,12"
17/06/2021,20:36:00,"4075","1759","3807","24","0","0","60","0","0","5847,47"
17/06/2021,20:37:00,"2158","2070","2268","20","0","0","60","0","0","3753,09"
17/06/2021,20:38:00,"3280","3679","5550","29","0","0","60","0","0","7422,66"
17/06/2021,20:39:00,"5823","6224","6377","31","0","0","60","0","0","10644,79"
17/06/2021,20:40:00,"5557","4744","6778","33","0","0","60","0","0","9966,3"
17/06/2021,20:41:00,"2552","2954","5353","28","0","0","60","0","0","6625,21"
17/06/2021,20:42:00,"3850","4141","4826","26","0","0","60","0","0","7433,75"
17/06/2021,20:43:00,"2806","3004","4976","27","0","0","60","0","0","6454,32"
17/06/2021,20:44:00,"2103","2548","1937","19","0","0","60","0","0","3829,74"
17/06/2021,20:45:00,"2041","1662","3085","15","0","0","60","0","0","4055,26"
17/06/2021,20:46:00,"3766","4638","5411","27","0","0","60","0","0","8060,57"
17/06/2021,20:47:00,"3803","3972","3643","24","0","0","60","0","0","6596,29"
17/06/2021,20:48:00,"3474","5923","4691","23","0","0","60","0","0","8316,01"
17/06/2021,20:49:00,"1985","1539","2304","17","0","0","60","0","0","3408,4"
17/06/2021,20:50:00,"3204","2825","2696","26","0","0","60","0","0","5051,2"
17/06/2021,20:51:00,"4818","4401","4924","32","0","0","60","0","0","8174,82"
17/06/2021,20:52:00,"2299","1565","3476","18","0","0","60","0","0","4451,65"
17/06/2021,20:53:00,"422","974","1197","7","0","0","60","0","0","1599,87"
17/06/2021,20:54:00,"1050","925","898","9","0","0","60","0","0","1662,69"
17/06/2021,20:55:00,"1039","970","1143","9","0","0","60","0","0","1823,97"
17/06/2021,20:56:00,"898","1287","2456","9","0","0","60","0","0","2914,57"
17/06/2021,20:57:00,"1644","2190","2226","13","0","0","60","0","0","3529,01"
17/06/2021,20:58:00,"836","1778","2312","6","0","0","60","0","0","3034,06"
17/06/2021,20:59:00,"1239","2403","2046","8","0","0","60","0","0","3390,52"
17/06/2021,21:00:00,"401","1553","1278","5","0","4","26","27","3","2050,83"
17/06/2021,21:01:00,"288","455","524","3","0","2","0","23","35","751,36"
17/06/2021,21:02:00,"33","284","227","1","0","3","0","46","11","365,07"
17/06/2021,21:03:00,"623","624","1189","7","0","0","60","0","0","1480,28"
17/06/2021,21:04:00,"451","388","882","6","0","0","60","0","0","1063,89"
17/06/2021,21:05:00,"238","765","710","2","0","0","0","3","57","1070,5"
17/06/2021,21:06:00,"2260","2115","2820","17","0","0","60","0","0","4187,27"
17/06/2021,21:07:00,"2625","2895","3949","21","0","0","60","0","0","5555,74"
17/06/2021,21:08:00,"3378","2107","4582","21","0","0","60","0","0","6070,01"
17/06/2021,21:09:00,"2341","2448","3952","11","0","0","60","0","0","5204,93"
17/06/2021,21:10:00,"1008","1597","2322","6","0","0","60","0","0","2993,02"
17/06/2021,21:11:00,"495","928","1302","9","0","0","60","0","0","1673,74"
17/06/2021,21:12:00,"1448","1994","2533","12","0","0","60","0","0","3533,95"
17/06/2021,21:13:00,"1156","1430","1694","5","0","0","60","0","0","2500,17"
17/06/2021,21:14:00,"2509","2032","3782","18","0","0","60","0","0","4972,69"
17/06/2021,21:15:00,"4272","5163","5126","19","0","0","60","0","0","8436,97"
17/06/2021,21:16:00,"2278","3124","3278","12","0","0","60","0","0","5068,92"
17/06/2021,21:17:00,"1796","1118","2206","10","0","0","60","0","0","3056,46"
17/06/2021,21:18:00,"1280","2824","2416","11","0","0","60","0","0","3930,7"
17/06/2021,21:19:00,"1993","2305","1896","16","0","0","60","0","0","3588,86"
17/06/2021,21:20:00,"2602","1572","3714","18","0","0","60","0","0","4799,52"
17/06/2021,21:21:00,"1600","1841","2707","8","0","0","60","0","0","3643,78"
17/06/2021,21:22:00,"878","802","1492","7","0","0","60","0","0","1907,92"
17/06/2021,21:23:00,"1815","2017","2475","17","0","0","60","0","0","3672,62"
17/06/2021,21:24:00,"2479","5670","3539","15","0","0","60","0","0","7128,73"
17/06/2021,21:25:00,"559","984","967","3","0","0","60","0","0","1488,57"
17/06/2021,21:26:00,"248","814","596","2","0","2","0","48","10","1038,9"
17/06/2021,21:27:00,"832","1514","839","6","0","0","60","0","0","1920,51"
17/06/2021,21:28:00,"988","1797","1899","5","0","0","60","0","0","2794,92"
17/06/2021,21:29:00,"539","1709","1219","4","0","0","60","0","0","2167,29"
17/06/2021,21:30:00,"1539","3147","2037","7","0","0","60","0","0","4052,34"
17/06/2021,21:31:00,"820","954","1145","4","0","0","60","0","0","1701,04"
17/06/2021,21:32:00,"729","745","1352","7","0","0","60","0","0","1707,15"
17/06/2021,21:33:00,"0","0","89","0","0","0","0","60","0","89"
17/06/2021,21:34:00,"101","159","383","2","0","0","0","57","3","426,81"
17/06/2021,21:35:00,"158","230","610","2","0","0","0","58","2","670,79"
17/06/2021,21:36:00,"12","46","242","0","0","0","0","59","1","246,63"
17/06/2021,21:37:00,"57","270","782","2","0","0","0","60","0","829,26"
17/06/2021,21:38:00,"1541","2718","2493","13","0","0","60","0","0","3997,16"
17/06/2021,21:39:00,"6","52","17","0","0","0","0","57","3","55,04"
17/06/2021,21:40:00,"68","133","95","3","0","0","0","50","10","177,03"
17/06/2021,21:41:00,"0","20","22","0","0","0","0","60","0","29,73"
17/06/2021,21:42:00,"16","114","144","0","0","0","0","51","9","184,36"
17/06/2021,21:43:00,"1022","392","887","10","0","0","60","0","0","1408,87"
17/06/2021,21:44:00,"512","426","420","4","0","0","60","0","0","787,41"
17/06/2021,21:45:00,"3488","1718","2548","26","0","0","60","0","0","4648,65"
17/06/2021,21:46:00,"3319","1890","4662","25","0","0","60","0","0","6026,78"
17/06/2021,21:47:00,"2976","2088","2614","17","0","0","60","0","0","4477,65"
17/06/2021,21:48:00,"3056","1754","3134","26","0","0","60","0","0","4715,68"
17/06/2021,21:49:00,"4381","1984","4135","23","0","0","60","0","0","6342,53"
17/06/2021,21:50:00,"3642","3016","4238","24","0","0","60","0","0","6349,89"
17/06/2021,21:51:00,"1792","2109","1840","16","0","0","60","0","0","3323,36"
17/06/2021,21:52:00,"2835","2711","4030","24","0","0","60","0","0","5623,85"
17/06/2021,21:53:00,"2728","1843","3495","16","0","0","60","0","0","4801,42"
17/06/2021,21:54:00,"5007","4068","5011","28","0","0","60","0","0","8168,77"
17/06/2021,21:55:00,"3574","4141","3596","26","0","0","60","0","0","6546,19"
17/06/2021,21:56:00,"971","1579","2006","10","0","0","60","0","0","2731,32"
17/06/2021,21:57:00,"381","550","626","4","0","0","1","14","45","916,26"
17/06/2021,21:58:00,"2436","3068","3004","15","0","0","60","0","0","4936,67"
17/06/2021,21:59:00,"3867","3638","3039","16","0","0","60","0","0","6117,54"
17/06/2021,22:00:00,"3534","4870","3728","14","0","0","60","0","0","7078,42"
17/06/2021,22:01:00,"3016","3269","2905","20","0","0","60","0","0","5312,4"
17/06/2021,22:02:00,"869","749","1449","6","0","0","60","0","0","1848,18"
17/06/2021,22:03:00,"52","79","177","0","0","0","0","0","60","200,68"
17/06/2021,22:04:00,"265","364","128","2","0","0","0","24","36","468,09"
17/06/2021,22:05:00,"2707","3595","3162","21","0","0","60","0","0","5500,01"
17/06/2021,22:06:00,"2993","4632","3325","18","0","0","60","0","0","6439,65"
17/06/2021,22:07:00,"914","2890","1287","8","0","0","60","0","0","3293"
17/06/2021,22:08:00,"763","2969","1564","9","0","0","60","0","0","3441,4"
17/06/2021,22:09:00,"601","1405","683","7","0","0","60","0","0","1673,83"
17/06/2021,22:10:00,"1171","1678","1336","6","0","0","60","0","0","2443,73"
17/06/2021,22:11:00,"2105","1989","1546","8","0","0","60","0","0","3282,87"
17/06/2021,22:12:00,"3070","4694","3939","16","0","0","60","0","0","6853,78"
17/06/2021,22:13:00,"2143","4238","2304","18","0","0","60","0","0","5278,4"
17/06/2021,22:14:00,"0","8","0","0","0","60","0","0","0","8"
17/06/2021,22:15:00,"2","60","0","0","0","59","0","0","1","60,03"
17/06/2021,22:16:00,"2340","3946","2419","23","0","0","60","0","0","5186,34"
17/06/2021,22:17:00,"2296","5540","4302","15","0","0","60","0","0","7380,41"
17/06/2021,22:18:00,"822","2857","1612","10","0","0","60","0","0","3381,82"
17/06/2021,22:19:00,"2140","3133","1686","15","0","0","60","0","0","4151,85"
17/06/2021,22:20:00,"1655","2142","3473","21","0","0","60","0","0","4403,28"
17/06/2021,22:21:00,"4585","5689","2544","26","0","0","60","0","0","7736,85"
17/06/2021,22:22:00,"1952","3191","2936","14","0","0","60","0","0","4755,3"
17/06/2021,22:23:00,"535","1763","327","8","0","0","60","0","0","1871,18"
17/06/2021,22:24:00,"287","1478","455","3","0","2","0","52","6","1572,86"
17/06/2021,22:25:00,"724","1776","806","6","0","0","60","0","0","2080,38"
17/06/2021,22:26:00,"810","1955","895","8","0","0","60","0","0","2297,64"
17/06/2021,22:27:00,"1257","1892","1266","5","0","0","60","0","0","2600,47"
17/06/2021,22:28:00,"155","1269","609","3","0","39","0","0","21","1416,07"
17/06/2021,22:29:00,"336","1276","343","8","0","5","0","3","52","1363,35"
17/06/2021,22:30:00,"387","1206","332","4","0","3","0","14","43","1309,36"
17/06/2021,22:31:00,"185","812","317","3","0","9","0","17","34","891,1"
17/06/2021,22:32:00,"31","347","54","1","0","22","0","0","38","352,54"
17/06/2021,22:33:00,"444","1800","762","5","0","0","60","0","0","2004,44"
17/06/2021,22:34:00,"5","4","0","0","0","24","0","0","36","6,4"
17/06/2021,22:35:00,"42","602","319","0","0","45","0","4","11","682,59"
17/06/2021,22:36:00,"133","932","409","3","0","45","0","8","7","1026,45"
17/06/2021,22:37:00,"52","763","204","1","0","17","0","10","33","791,51"
17/06/2021,22:38:00,"130","807","40","2","0","5","0","8","47","818,38"
17/06/2021,22:39:00,"291","1891","633","3","0","5","0","34","21","2015,25"
17/06/2021,22:40:00,"162","1049","730","3","0","0","0","34","26","1288,23"
17/06/2021,22:41:00,"73","1162","591","1","0","0","0","28","32","1305,7"
17/06/2021,22:42:00,"378","1432","576","7","0","1","0","49","10","1589,11"
17/06/2021,22:43:00,"232","434","210","2","0","0","0","24","36","535,05"
17/06/2021,22:44:00,"171","665","161","3","0","0","0","58","2","705,26"
17/06/2021,22:45:00,"311","464","320","2","0","0","0","40","20","643,75"
17/06/2021,22:46:00,"98","185","59","2","0","0","0","44","16","217,51"
17/06/2021,22:47:00,"34","281","78","1","0","1","0","45","14","293,6"
17/06/2021,22:48:00,"1259","1963","1476","12","0","0","60","0","0","2759,9"
17/06/2021,22:49:00,"2970","2426","2420","15","0","0","60","0","0","4534,62"
17/06/2021,22:50:00,"2901","4276","2603","14","0","0","60","0","0","5785,81"
17/06/2021,22:51:00,"2495","2140","2277","13","0","0","60","0","0","3998,67"
17/06/2021,22:52:00,"2912","3242","2348","18","0","0","60","0","0","4950,09"
17/06/2021,22:53:00,"6744","6276","6003","42","0","0","60","0","0","10995,71"
17/06/2021,22:54:00,"5767","5855","4774","47","0","0","60","0","0","9504,23"
17/06/2021,22:55:00,"5468","3788","4413","29","0","0","60","0","0","7982,64"
17/06/2021,22:56:00,"5440","7442","5618","34","0","0","60","0","0","10795,32"
17/06/2021,22:57:00,"2132","4458","2513","23","0","0","60","0","0","5543,86"
17/06/2021,22:58:00,"1108","2994","750","7","0","0","60","0","0","3279,36"
17/06/2021,22:59:00,"1605","4210","1699","17","0","0","60","0","0","4815,26"
17/06/2021,23:00:00,"405","815","256","4","0","2","0","40","18","945,4"
17/06/2021,23:01:00,"1762","3446","994","11","0","0","60","0","0","3995,95"
17/06/2021,23:02:00,"2818","2661","3281","18","0","0","60","0","0","5078,09"
17/06/2021,23:03:00,"2311","2866","2450","7","0","0","60","0","0","4422,35"
17/06/2021,23:04:00,"1789","947","1434","9","0","0","60","0","0","2480,66"
17/06/2021,23:05:00,"329","65","245","1","0","0","0","0","60","415,32"
17/06/2021,23:06:00,"2079","1709","2600","10","0","0","60","0","0","3742,05"
17/06/2021,23:07:00,"1419","4185","2678","12","0","0","60","0","0","5167,15"
17/06/2021,23:08:00,"470","747","1195","3","0","0","60","0","0","1485,58"
17/06/2021,23:09:00,"0","0","0","0","0","0","0","0","60","0"
17/06/2021,23:10:00,"395","611","315","4","0","0","0","2","58","792,82"
17/06/2021,23:11:00,"0","0","0","0","0","0","0","0","60","0"
17/06/2021,23:12:00,"375","360","858","2","0","0","0","2","58","1003,19"
17/06/2021,23:13:00,"2386","4289","2975","19","0","0","60","0","0","5739,26"
17/06/2021,23:14:00,"1105","2271","1694","8","0","0","60","0","0","3041,07"
17/06/2021,23:15:00,"1647","6991","2993","18","0","0","60","0","0","7781,05"
17/06/2021,23:16:00,"581","1151","1302","3","0","0","60","0","0","1832,37"
17/06/2021,23:17:00,"807","1416","1972","7","0","0","60","0","0","2558,34"
17/06/2021,23:18:00,"1617","2380","2494","13","0","0","60","0","0","3807,77"
17/06/2021,23:19:00,"1454","2474","3098","9","0","0","60","0","0","4222,84"
17/06/2021,23:20:00,"1006","2299","2077","7","0","0","60","0","0","3257,51"
17/06/2021,23:21:00,"802","1575","3263","10","0","0","60","0","0","3710,93"
17/06/2021,23:22:00,"426","1249","897","3","0","0","60","0","0","1595,65"
17/06/2021,23:23:00,"2016","3107","2982","18","0","0","60","0","0","4755"
17/06/2021,23:24:00,"26","164","280","0","0","0","0","0","60","325,53"
17/06/2021,23:25:00,"1094","2010","2207","9","0","0","60","0","0","3179,27"
17/06/2021,23:26:00,"259","656","1279","3","0","1","0","1","58","1460,57"
17/06/2021,23:27:00,"920","1055","1051","5","0","0","60","0","0","1750,44"
17/06/2021,23:28:00,"4547","5963","5099","23","0","0","60","0","0","9068,21"
17/06/2021,23:29:00,"2438","2600","2249","15","0","0","60","0","0","4214,48"
17/06/2021,23:30:00,"680","1987","1379","11","0","0","60","0","0","2512,41"
17/06/2021,23:31:00,"350","1247","1283","5","0","0","0","8","52","1823,07"
17/06/2021,23:32:00,"956","3443","2007","10","0","0","60","0","0","4098,32"
17/06/2021,23:33:00,"659","1408","394","6","0","0","60","0","0","1603,74"
17/06/2021,23:34:00,"2222","3547","1431","11","0","0","60","0","0","4423,38"
17/06/2021,23:35:00,"884","2156","580","7","0","0","60","0","0","2401,29"
17/06/2021,23:36:00,"216","451","116","2","0","0","0","58","2","513,34"
17/06/2021,23:37:00,"1339","2927","992","11","0","0","60","0","0","3368,13"
17/06/2021,23:38:00,"1762","3140","1351","12","0","0","60","0","0","3845,7"
17/06/2021,23:39:00,"609","2281","818","7","0","0","60","0","0","2498,59"
17/06/2021,23:40:00,"482","1407","451","5","0","0","60","0","0","1554,15"
17/06/2021,23:41:00,"292","737","372","4","0","0","0","49","11","875,68"
17/06/2021,23:42:00,"656","759","791","5","0","0","60","0","0","1277,54"
17/06/2021,23:43:00,"0","0","0","0","0","0","0","0","60","0"
17/06/2021,23:44:00,"0","0","0","0","0","0","0","0","60","0"
17/06/2021,23:45:00,"0","0","0","0","0","0","0","0","60","0"
17/06/2021,23:46:00,"462","644","429","6","0","0","60","0","0","901,23"
17/06/2021,23:47:00,"834","2997","1905","9","0","0","60","0","0","3647,82"
17/06/2021,23:48:00,"678","2040","1112","5","0","0","60","0","0","2420,3"
17/06/2021,23:49:00,"338","1897","1439","3","0","32","0","1","27","2404,91"
17/06/2021,23:50:00,"160","1321","440","3","0","13","0","0","47","1401,51"
17/06/2021,23:51:00,"323","1922","1170","5","0","0","0","1","59","2273,17"
17/06/2021,23:52:00,"915","2196","825","7","0","0","60","0","0","2517,99"
17/06/2021,23:53:00,"156","669","375","2","0","1","0","0","59","782,64"
17/06/2021,23:54:00,"107","377","73","4","0","0","0","2","58","398,63"
17/06/2021,23:55:00,"331","1058","130","5","0","4","0","33","23","1116,17"
17/06/2021,23:56:00,"1957","3250","1823","9","0","0","60","0","0","4209"
17/06/2021,23:57:00,"1541","2863","2495","10","0","0","60","0","0","4098,35"
17/06/2021,23:58:00,"648","1906","1099","5","0","0","60","0","0","2293,59"
17/06/2021,23:59:00,"865","3392","1228","8","0","0","60","0","0","3709,7"
18/06/2021,00:00:00,"597","1842","605","9","0","0","60","0","0","2028,64"
18/06/2021,00:01:00,"2253","4453","3130","20","0","0","60","0","0","5890,85"
18/06/2021,00:02:00,"4821","2230","2888","16","0","0","60","0","0","6046,11"
18/06/2021,00:03:00,"5739","4992","3326","21","0","0","60","0","0","8301,71"
18/06/2021,00:04:00,"4750","6059","4203","28","0","0","60","0","0","8771,5"
18/06/2021,00:05:00,"2008","4504","2989","19","0","0","60","0","0","5766,47"
18/06/2021,00:06:00,"594","1831","1682","7","0","0","60","0","0","2556,27"
18/06/2021,00:07:00,"640","1199","769","9","0","0","60","0","0","1561,59"
18/06/2021,00:08:00,"243","633","1158","6","0","5","0","0","55","1341,9"
18/06/2021,00:09:00,"913","2809","2151","11","0","0","60","0","0","3653,88"
18/06/2021,00:10:00,"4287","4872","3236","19","0","0","60","0","0","7251,65"
18/06/2021,00:11:00,"809","3253","2766","12","0","0","60","0","0","4345,95"
18/06/2021,00:12:00,"848","2767","2297","13","0","0","60","0","0","3694,81"
18/06/2021,00:13:00,"1340","2562","3394","11","0","0","60","0","0","4458,55"
18/06/2021,00:14:00,"1416","2231","2257","10","0","0","60","0","0","3475,12"
18/06/2021,00:15:00,"396","1611","2124","11","0","36","0","0","24","2695,09"
18/06/2021,00:16:00,"1822","2938","1512","9","0","0","60","0","0","3773,28"
18/06/2021,00:17:00,"1216","3153","2631","11","0","0","60","0","0","4282,78"
18/06/2021,00:18:00,"445","2059","2318","7","0","0","60","0","0","3132,19"
18/06/2021,00:19:00,"947","2096","2061","9","0","0","60","0","0","3088,32"
18/06/2021,00:20:00,"1902","4168","3861","16","0","0","60","0","0","5991,42"
18/06/2021,00:21:00,"2878","4533","4134","22","0","0","60","0","0","6776,5"
18/06/2021,00:22:00,"995","2230","687","9","0","0","60","0","0","2536,71"
18/06/2021,00:23:00,"3192","5112","3275","17","0","0","60","0","0","6859,08"
18/06/2021,00:24:00,"383","830","994","4","0","1","0","0","59","1350,42"
18/06/2021,00:25:00,"953","1306","1455","5","0","0","60","0","0","2175,06"
18/06/2021,00:26:00,"233","805","1874","3","0","31","0","0","29","2052,85"
18/06/2021,00:27:00,"166","763","1038","2","0","11","0","0","49","1298,91"
18/06/2021,00:28:00,"22","74","0","1","0","1","0","0","59","77,2"
18/06/2021,00:29:00,"1387","2519","1330","11","0","0","60","0","0","3168,29"
18/06/2021,00:30:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,00:31:00,"852","1814","1716","8","0","0","60","0","0","2638,4"
18/06/2021,00:32:00,"714","2511","1914","9","0","0","60","0","0","3237,02"
18/06/2021,00:33:00,"3189","4668","4598","19","0","0","60","0","0","7287,08"
18/06/2021,00:34:00,"0","0","38","0","0","0","0","0","60","38"
18/06/2021,00:35:00,"390","509","334","1","0","0","0","3","57","723,01"
18/06/2021,00:36:00,"1099","819","734","5","0","0","60","0","0","1554,77"
18/06/2021,00:37:00,"823","1445","1238","5","0","0","60","0","0","2073,16"
18/06/2021,00:38:00,"379","467","593","2","0","2","0","11","47","844,62"
18/06/2021,00:39:00,"765","2234","1832","7","0","0","60","0","0","2988,68"
18/06/2021,00:40:00,"495","998","667","6","0","0","60","0","0","1298,43"
18/06/2021,00:41:00,"961","1396","539","8","0","0","60","0","0","1778,44"
18/06/2021,00:42:00,"1568","3438","2027","12","0","0","60","0","0","4288,03"
18/06/2021,00:43:00,"227","702","541","2","0","3","0","12","45","914,88"
18/06/2021,00:44:00,"0","0","0","0","0","0","0","60","0","0"
18/06/2021,00:45:00,"741","1384","1381","6","0","0","60","0","0","2090,86"
18/06/2021,00:46:00,"215","406","738","4","0","0","0","0","60","869,31"
18/06/2021,00:47:00,"477","1533","1294","4","0","0","60","0","0","2062,05"
18/06/2021,00:48:00,"1512","1891","1576","9","0","0","60","0","0","2888,91"
18/06/2021,00:49:00,"1951","2508","1842","14","0","0","60","0","0","3672,8"
18/06/2021,00:50:00,"3618","5669","4426","26","0","0","60","0","0","8050,9"
18/06/2021,00:51:00,"0","0","0","0","0","0","0","60","0","0"
18/06/2021,00:52:00,"0","7","54","0","0","0","0","60","0","54,45"
18/06/2021,00:53:00,"22","79","545","1","0","0","0","5","55","551,14"
18/06/2021,00:54:00,"0","8","133","0","0","0","0","1","59","133,24"
18/06/2021,00:55:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,00:56:00,"1586","3480","4176","19","0","0","60","0","0","5662,58"
18/06/2021,00:57:00,"62","43","168","1","0","0","0","60","0","184,17"
18/06/2021,00:58:00,"0","0","0","0","0","0","0","60","0","0"
18/06/2021,00:59:00,"0","0","0","0","0","0","0","60","0","0"
18/06/2021,01:00:00,"0","0","0","0","0","0","0","60","0","0"
18/06/2021,01:01:00,"0","0","0","0","0","60","0","0","0","0"
18/06/2021,01:02:00,"348","1224","1506","5","0","0","0","41","19","1971,63"
18/06/2021,01:03:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:04:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:05:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:06:00,"0","0","0","0","0","60","0","0","0","0"
18/06/2021,01:07:00,"0","0","0","0","0","60","0","0","0","0"
18/06/2021,01:08:00,"159","164","806","2","0","0","0","52","8","837,74"
18/06/2021,01:09:00,"0","0","0","0","0","0","0","60","0","0"
18/06/2021,01:10:00,"285","461","1173","5","0","0","0","24","36","1292,16"
18/06/2021,01:11:00,"70","107","171","1","0","0","0","49","11","213,52"
18/06/2021,01:12:00,"10","169","204","1","0","0","0","60","0","265,1"
18/06/2021,01:13:00,"0","0","0","0","0","0","0","60","0","0"
18/06/2021,01:14:00,"69","150","587","2","0","0","0","59","1","609,78"
18/06/2021,01:15:00,"0","102","574","0","0","0","0","60","0","582,99"
18/06/2021,01:16:00,"0","0","0","0","0","0","0","60","0","0"
18/06/2021,01:17:00,"1011","1268","1007","5","0","0","60","0","0","1908,92"
18/06/2021,01:18:00,"4557","4551","3876","21","0","0","60","0","0","7516,73"
18/06/2021,01:19:00,"626","815","1438","7","0","0","60","0","0","1767,47"
18/06/2021,01:20:00,"120","195","718","2","0","0","0","0","60","753,62"
18/06/2021,01:21:00,"0","0","3","0","0","0","0","0","60","3"
18/06/2021,01:22:00,"0","0","51","0","0","0","0","0","60","51"
18/06/2021,01:23:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:24:00,"0","0","5","0","0","0","0","0","60","5"
18/06/2021,01:25:00,"95","114","444","1","0","0","0","0","60","468,14"
18/06/2021,01:26:00,"190","736","846","3","0","0","0","1","59","1137,33"
18/06/2021,01:27:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:28:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:29:00,"110","228","136","1","0","0","0","0","60","287,37"
18/06/2021,01:30:00,"9","104","4","1","0","16","0","0","44","104,47"
18/06/2021,01:31:00,"0","103","61","0","0","0","0","0","60","119,71"
18/06/2021,01:32:00,"362","804","587","1","0","23","0","0","37","1059,26"
18/06/2021,01:33:00,"7","0","0","1","0","60","0","0","0","7"
18/06/2021,01:34:00,"0","0","0","0","0","60","0","0","0","0"
18/06/2021,01:35:00,"479","872","349","3","0","0","60","0","0","1054,34"
18/06/2021,01:36:00,"592","1108","1517","6","0","0","60","0","0","1969,62"
18/06/2021,01:37:00,"350","279","287","2","0","0","0","20","40","531,7"
18/06/2021,01:38:00,"354","651","435","2","0","18","0","1","41","859,27"
18/06/2021,01:39:00,"20","186","25","1","0","1","0","0","59","188,74"
18/06/2021,01:40:00,"199","423","96","2","0","0","0","13","47","477,23"
18/06/2021,01:41:00,"0","108","23","0","0","0","0","0","60","110,42"
18/06/2021,01:42:00,"36","208","7","1","0","17","0","0","43","211,21"
18/06/2021,01:43:00,"149","335","54","2","0","38","0","22","0","370,6"
18/06/2021,01:44:00,"74","426","102","2","0","0","0","26","34","444,25"
18/06/2021,01:45:00,"902","1668","1891","9","0","0","60","0","0","2678"
18/06/2021,01:46:00,"403","1006","1084","3","0","0","0","3","57","1532,81"
18/06/2021,01:47:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:48:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:49:00,"845","1126","1086","4","0","0","60","0","0","1778"
18/06/2021,01:50:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:51:00,"0","0","0","0","0","0","0","0","60","0"
18/06/2021,01:52:00,"0","0","0","0","0","0","0","0","60","0"
