Date, Time, Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude
16/06/2021,17:50:00,"3639","6547","9102","42","0","0","60","0","0","11787,79"
16/06/2021,17:51:00,"2506","2999","5119","32","0","0","60","0","0","6440,36"
16/06/2021,17:52:00,"4199","4888","6862","38","0","0","60","0","0","9413,35"
16/06/2021,17:53:00,"4728","5823","7243","45","0","0","60","0","0","10427"
16/06/2021,17:54:00,"5106","4652","7351","33","0","0","60","0","0","10087,1"
16/06/2021,17:55:00,"4829","4758","6272","46","0","0","60","0","0","9235,57"
16/06/2021,17:56:00,"2917","2371","3703","19","0","0","60","0","0","5276,62"
16/06/2021,17:57:00,"2126","2515","3722","24","0","0","60","0","0","4969,75"
16/06/2021,17:58:00,"1985","2548","3333","35","0","0","60","0","0","4641,27"
16/06/2021,17:59:00,"3393","3266","4094","21","0","0","60","0","0","6240,2"
16/06/2021,18:00:00,"3809","3289","5518","29","0","0","60","0","0","7468,22"
16/06/2021,18:01:00,"3992","4022","6769","37","0","0","60","0","0","8827,91"
16/06/2021,18:02:00,"3858","3590","5078","36","0","0","60","0","0","7318,36"
16/06/2021,18:03:00,"4338","3527","3758","31","0","0","60","0","0","6736,51"
16/06/2021,18:04:00,"1999","2814","3169","40","0","0","60","0","0","4685,85"
16/06/2021,18:05:00,"3425","4554","6078","34","0","0","60","0","0","8331,36"
16/06/2021,18:06:00,"2545","3669","6121","31","0","0","60","0","0","7576,62"
16/06/2021,18:07:00,"4772","6198","8095","31","0","0","60","0","0","11256,83"
16/06/2021,18:08:00,"4871","4410","7024","30","0","0","60","0","0","9618,28"
16/06/2021,18:09:00,"4308","3127","6338","31","0","0","60","0","0","8276,91"
16/06/2021,18:10:00,"4465","3851","4490","49","0","0","60","0","0","7411,24"
16/06/2021,18:11:00,"2344","2445","2264","36","0","0","60","0","0","4074,07"
16/06/2021,18:12:00,"3232","4397","2591","51","0","0","60","0","0","6040,92"
16/06/2021,18:13:00,"3311","2862","2655","28","0","0","60","0","0","5118,87"
16/06/2021,18:14:00,"3572","2958","4239","23","0","0","60","0","0","6283,16"
16/06/2021,18:15:00,"3181","4971","8130","36","0","0","60","0","0","10046,22"
16/06/2021,18:16:00,"3594","3573","7379","32","0","0","60","0","0","8951,69"
16/06/2021,18:17:00,"4125","3860","6794","28","0","0","60","0","0","8835,93"
16/06/2021,18:18:00,"1183","861","971","15","0","0","60","0","0","1756,03"
16/06/2021,18:19:00,"2241","2731","2407","18","0","0","60","0","0","4274,82"
16/06/2021,18:20:00,"9","118","204","1","0","0","0","0","60","235,84"
16/06/2021,18:21:00,"30","266","291","1","0","0","0","0","60","395,39"
16/06/2021,18:22:00,"16","201","197","0","0","0","0","0","60","281,9"
16/06/2021,18:23:00,"648","611","720","6","0","0","60","0","0","1145,26"
16/06/2021,18:24:00,"5","123","141","0","0","0","0","0","60","187,18"
16/06/2021,18:25:00,"0","0","0","0","0","0","0","0","60","0"
16/06/2021,18:26:00,"210","170","137","2","0","0","0","7","53","302,93"
16/06/2021,18:27:00,"3772","2975","2868","23","0","0","60","0","0","5595"
16/06/2021,18:28:00,"3704","2695","3802","29","0","0","60","0","0","5952,97"
16/06/2021,18:29:00,"3272","2874","4241","25","0","0","60","0","0","6078,81"
16/06/2021,18:30:00,"3386","3316","4451","22","0","0","60","0","0","6501,71"
16/06/2021,18:31:00,"3628","3279","4118","50","0","0","60","0","0","6393,13"
16/06/2021,18:32:00,"2563","1965","4788","49","0","0","60","0","0","5775,39"
16/06/2021,18:33:00,"3001","2492","3831","39","0","0","60","0","0","5467,41"
16/06/2021,18:34:00,"3728","3144","3955","38","0","0","60","0","0","6278,91"
16/06/2021,18:35:00,"2463","3194","2934","60","0","0","60","0","0","4987,62"
16/06/2021,18:36:00,"2817","2527","2832","74","0","0","60","0","0","4726,67"
16/06/2021,18:37:00,"3180","3687","3389","70","0","0","60","0","0","5932,26"
16/06/2021,18:38:00,"2406","2385","2311","38","0","0","60","0","0","4100,95"
16/06/2021,18:39:00,"2799","4799","3338","40","0","0","60","0","0","6481,28"
16/06/2021,18:40:00,"1433","1081","1010","117","0","0","60","0","0","2059,65"
16/06/2021,18:41:00,"1926","2313","2663","65","0","0","60","0","0","4018,83"
16/06/2021,18:42:00,"2581","2240","4719","24","0","0","60","0","0","5826,5"
16/06/2021,18:43:00,"1071","1200","4045","17","0","0","60","0","0","4353,05"
16/06/2021,18:44:00,"3376","3045","3980","29","0","0","60","0","0","6042,33"
16/06/2021,18:45:00,"1941","2421","4287","21","0","0","60","0","0","5292,17"
16/06/2021,18:46:00,"1982","3101","5342","30","0","0","60","0","0","6487,02"
16/06/2021,18:47:00,"2827","4092","5857","32","0","0","60","0","0","7683,8"
16/06/2021,18:48:00,"4189","4558","5447","29","0","0","60","0","0","8245,78"
16/06/2021,18:49:00,"3482","4208","5439","22","0","0","60","0","0","7708,07"
16/06/2021,18:50:00,"3315","2598","3624","16","0","0","60","0","0","5556,28"
16/06/2021,18:51:00,"665","1161","1199","7","0","0","60","0","0","1796,59"
16/06/2021,18:52:00,"1195","1502","1326","8","0","0","60","0","0","2332,87"
16/06/2021,18:53:00,"2469","2040","2355","19","0","0","60","0","0","3975,37"
16/06/2021,18:54:00,"3579","2247","3482","17","0","0","60","0","0","5475,63"
16/06/2021,18:55:00,"5071","3725","3854","22","0","0","60","0","0","7378,62"
16/06/2021,18:56:00,"4351","3736","2498","16","0","0","60","0","0","6255,31"
16/06/2021,18:57:00,"2701","1682","1938","11","0","0","60","0","0","3725,64"
16/06/2021,18:58:00,"1661","895","1603","14","0","0","60","0","0","2475,79"
16/06/2021,18:59:00,"28","62","310","1","0","0","0","56","4","317,38"
16/06/2021,19:00:00,"228","85","320","1","0","0","0","58","2","402,01"
16/06/2021,19:01:00,"275","65","503","1","0","0","0","26","34","576,94"
16/06/2021,19:02:00,"6","0","0","0","0","0","0","0","60","6"
16/06/2021,19:03:00,"222","61","116","1","0","0","0","57","3","257,8"
16/06/2021,19:04:00,"0","0","11","0","0","0","0","40","20","11"
16/06/2021,19:05:00,"154","16","105","3","0","0","0","27","33","187,07"
16/06/2021,19:06:00,"493","820","1223","4","0","0","60","0","0","1552,8"
16/06/2021,19:07:00,"4079","3193","4390","26","0","0","60","0","0","6790,11"
16/06/2021,19:08:00,"2768","3131","4789","33","0","0","60","0","0","6356,06"
16/06/2021,19:09:00,"3415","5403","6725","49","0","0","60","0","0","9277,94"
16/06/2021,19:10:00,"2811","3184","7623","29","0","0","60","0","0","8726,38"
16/06/2021,19:11:00,"2732","4960","7434","35","0","0","60","0","0","9345,04"
16/06/2021,19:12:00,"3283","5690","5754","42","0","0","60","0","0","8732,85"
16/06/2021,19:13:00,"4000","5893","6386","50","0","0","60","0","0","9566"
16/06/2021,19:14:00,"2871","6136","6978","36","0","0","60","0","0","9725,51"
16/06/2021,19:15:00,"2812","4117","6677","38","0","0","60","0","0","8333,03"
16/06/2021,19:16:00,"4752","3919","4958","52","0","0","60","0","0","7907,07"
16/06/2021,19:17:00,"7001","5521","6731","52","0","0","60","0","0","11171,47"
16/06/2021,19:18:00,"5649","4589","6175","52","0","0","60","0","0","9544,67"
16/06/2021,19:19:00,"4261","4384","6199","36","0","0","60","0","0","8706,5"
16/06/2021,19:20:00,"3771","3429","4467","27","0","0","60","0","0","6777,36"
16/06/2021,19:21:00,"3585","3284","5045","32","0","0","60","0","0","7006,35"
16/06/2021,19:22:00,"3767","5090","6284","46","0","0","60","0","0","8921,16"
16/06/2021,19:23:00,"2678","3267","4830","26","0","0","60","0","0","6416,69"
16/06/2021,19:24:00,"3839","2816","4094","26","0","0","60","0","0","6279,22"
16/06/2021,19:25:00,"4145","2211","3566","27","0","0","60","0","0","5897,96"
16/06/2021,19:26:00,"3398","3679","2734","27","0","0","60","0","0","5705,8"
16/06/2021,19:27:00,"3281","3999","5528","56","0","0","60","0","0","7570,72"
16/06/2021,19:28:00,"3624","5209","3484","52","0","0","60","0","0","7239,15"
16/06/2021,19:29:00,"3380","5698","3124","72","0","0","60","0","0","7324,68"
16/06/2021,19:30:00,"5132","6091","4088","68","0","0","60","0","0","8952,62"
16/06/2021,19:31:00,"4229","7858","5311","61","0","0","60","0","0","10384,57"
16/06/2021,19:32:00,"3343","4848","6344","33","0","0","60","0","0","8655,93"
16/06/2021,19:33:00,"4702","5488","6561","28","0","0","60","0","0","9760,82"
16/06/2021,19:34:00,"5795","4678","5318","43","0","0","60","0","0","9151,33"
16/06/2021,19:35:00,"5605","5591","7356","40","0","0","60","0","0","10806,76"
16/06/2021,19:36:00,"5522","3796","5078","32","0","0","60","0","0","8407,63"
16/06/2021,19:37:00,"3917","3670","5816","40","0","0","60","0","0","7914,39"
16/06/2021,19:38:00,"3848","3828","6905","34","0","0","60","0","0","8782,92"
16/06/2021,19:39:00,"5592","5400","7991","35","0","0","60","0","0","11148,39"
16/06/2021,19:40:00,"5786","5357","6551","43","0","0","60","0","0","10251,38"
16/06/2021,19:41:00,"5003","3835","4627","35","0","0","60","0","0","7819,61"
16/06/2021,19:42:00,"6848","4666","5224","38","0","0","60","0","0","9795,76"
16/06/2021,19:43:00,"5052","3585","3508","43","0","0","60","0","0","7119,06"
16/06/2021,19:44:00,"5441","5304","4247","43","0","0","60","0","0","8704,82"
16/06/2021,19:45:00,"7700","6710","6370","36","0","0","60","0","0","12037,07"
16/06/2021,19:46:00,"6026","5441","5189","39","0","0","60","0","0","9635,5"
16/06/2021,19:47:00,"5598","4313","3492","36","0","0","60","0","0","7882,49"
16/06/2021,19:48:00,"4552","3218","4518","28","0","0","60","0","0","7175,55"
16/06/2021,19:49:00,"3989","2985","3883","22","0","0","60","0","0","6316,65"
16/06/2021,19:50:00,"2224","2402","3080","21","0","0","60","0","0","4494,68"
16/06/2021,19:51:00,"4862","3729","5139","40","0","0","60","0","0","7997,11"
16/06/2021,19:52:00,"3070","2398","3556","18","0","0","60","0","0","5274,51"
16/06/2021,19:53:00,"4712","3119","3575","23","0","0","60","0","0","6686,68"
16/06/2021,19:54:00,"2841","2682","2010","16","0","0","60","0","0","4393,69"
16/06/2021,19:55:00,"31","24","61","1","0","0","0","0","60","72,51"
16/06/2021,19:56:00,"16","6","36","0","0","0","0","0","60","39,85"
16/06/2021,19:57:00,"0","24","86","0","0","0","0","0","60","89,29"
16/06/2021,19:58:00,"2368","2021","2209","11","0","0","60","0","0","3817,27"
16/06/2021,19:59:00,"6501","5242","3941","33","0","0","60","0","0","9234,34"
16/06/2021,20:00:00,"7126","5567","3771","26","0","0","60","0","0","9797,54"
16/06/2021,20:01:00,"8437","4587","4626","25","0","0","60","0","0","10659,43"
16/06/2021,20:02:00,"7415","4109","4319","35","0","0","60","0","0","9514,19"
16/06/2021,20:03:00,"4169","3683","2970","24","0","0","60","0","0","6306,02"
16/06/2021,20:04:00,"4597","4224","4397","28","0","0","60","0","0","7635,98"
16/06/2021,20:05:00,"3817","4823","3228","33","0","0","60","0","0","6946,28"
16/06/2021,20:06:00,"1914","2228","3552","12","0","0","60","0","0","4609,13"
16/06/2021,20:07:00,"5631","6380","7501","44","0","0","60","0","0","11343,61"
16/06/2021,20:08:00,"6678","5590","5719","63","0","0","60","0","0","10418,77"
16/06/2021,20:09:00,"2054","1647","3760","18","0","0","60","0","0","4590,11"
16/06/2021,20:10:00,"3754","3999","2949","18","0","0","60","0","0","6227,45"
16/06/2021,20:11:00,"1599","2327","2857","11","0","0","60","0","0","4016,74"
16/06/2021,20:12:00,"3266","4002","4312","24","0","0","60","0","0","6728,75"
16/06/2021,20:13:00,"1067","1774","2020","38","0","0","60","0","0","2892,4"
16/06/2021,20:14:00,"1211","2361","2605","25","0","0","60","0","0","3718,45"
16/06/2021,20:15:00,"2490","3179","5391","38","0","0","60","0","0","6735,65"
16/06/2021,20:16:00,"2958","3530","5163","34","0","0","60","0","0","6918,61"
16/06/2021,20:17:00,"2353","2784","5137","15","0","0","60","0","0","6298,89"
16/06/2021,20:18:00,"2708","2429","4145","25","0","0","60","0","0","5514,92"
16/06/2021,20:19:00,"5590","6409","6499","51","0","0","60","0","0","10703,29"
16/06/2021,20:20:00,"5407","6462","7975","72","0","0","60","0","0","11601,45"
16/06/2021,20:21:00,"3102","4136","4442","30","0","0","60","0","0","6816,18"
16/06/2021,20:22:00,"1454","1185","1885","11","0","0","60","0","0","2659,24"
16/06/2021,20:23:00,"1913","1899","1859","13","0","0","60","0","0","3274,39"
16/06/2021,20:24:00,"4470","4418","3731","21","0","0","60","0","0","7308,9"
16/06/2021,20:25:00,"5741","5229","4368","31","0","0","60","0","0","8909,6"
16/06/2021,20:26:00,"6774","5565","5744","36","0","0","60","0","0","10480,93"
16/06/2021,20:27:00,"3749","2851","4498","29","0","0","60","0","0","6512,7"
16/06/2021,20:28:00,"1740","3053","1796","27","0","0","60","0","0","3946,39"
16/06/2021,20:29:00,"3223","2242","4095","31","0","0","60","0","0","5673,03"
16/06/2021,20:30:00,"3407","2492","4344","29","0","0","60","0","0","6057,07"
16/06/2021,20:31:00,"3519","3091","3814","30","0","0","60","0","0","6040,22"
16/06/2021,20:32:00,"5482","5045","4597","26","0","0","60","0","0","8754,24"
16/06/2021,20:33:00,"585","1059","2324","9","0","0","60","0","0","2620,05"
16/06/2021,20:34:00,"926","1530","2206","16","0","0","60","0","0","2839,86"
16/06/2021,20:35:00,"1414","2109","2072","18","0","0","60","0","0","3277,26"
16/06/2021,20:36:00,"901","1021","1407","11","0","0","60","0","0","1958,03"
16/06/2021,20:37:00,"809","1286","1409","13","0","0","60","0","0","2072,09"
16/06/2021,20:38:00,"431","574","781","7","0","0","60","0","0","1060,75"
16/06/2021,20:39:00,"897","1113","1277","9","0","0","60","0","0","1916,8"
16/06/2021,20:40:00,"27","22","101","1","0","0","0","0","60","106,84"
16/06/2021,20:41:00,"1454","1719","1854","20","0","0","60","0","0","2916,57"
16/06/2021,20:42:00,"774","1392","1350","9","0","0","60","0","0","2087,88"
16/06/2021,20:43:00,"785","559","333","4","0","0","60","0","0","1019,61"
16/06/2021,20:44:00,"557","927","1013","9","0","0","60","0","0","1481,81"
16/06/2021,20:45:00,"304","442","501","4","0","0","0","2","58","734,02"
16/06/2021,20:46:00,"172","354","281","3","0","0","3","45","12","483,59"
16/06/2021,20:47:00,"721","764","646","6","0","0","60","0","0","1233,23"
16/06/2021,20:48:00,"0","5","10","0","0","0","0","0","60","11,18"
16/06/2021,20:49:00,"135","147","205","3","0","0","0","0","60","286,11"
16/06/2021,20:50:00,"678","1154","429","5","0","0","60","0","0","1405,5"
16/06/2021,20:51:00,"434","446","774","7","0","0","60","0","0","993,15"
16/06/2021,20:52:00,"640","771","446","5","0","0","60","0","0","1096,79"
16/06/2021,20:53:00,"1055","1432","978","12","0","0","60","0","0","2029,81"
16/06/2021,20:54:00,"203","90","49","1","0","0","0","0","60","227,4"
16/06/2021,20:55:00,"1549","1932","1191","11","0","0","60","0","0","2747,82"
16/06/2021,20:56:00,"708","1059","310","4","0","0","60","0","0","1311,05"
16/06/2021,20:57:00,"278","165","466","3","0","0","0","22","38","567,16"
16/06/2021,20:58:00,"798","803","1123","7","0","0","60","0","0","1594,6"
16/06/2021,20:59:00,"495","296","604","1","0","0","60","0","0","835,14"
16/06/2021,21:00:00,"1401","1639","2468","14","0","0","60","0","0","3277,22"
16/06/2021,21:01:00,"1182","1590","1671","4","0","0","60","0","0","2591,81"
16/06/2021,21:02:00,"3366","2470","3089","23","0","0","60","0","0","5193,53"
16/06/2021,21:03:00,"1640","1491","2298","16","0","0","60","0","0","3192,72"
16/06/2021,21:04:00,"2781","1908","1955","9","0","0","60","0","0","3898,26"
16/06/2021,21:05:00,"3189","1693","1806","17","0","0","60","0","0","4037,03"
16/06/2021,21:06:00,"4356","3099","4774","25","0","0","60","0","0","7167,26"
16/06/2021,21:07:00,"1629","1018","1448","10","0","0","60","0","0","2405,55"
16/06/2021,21:08:00,"648","273","683","6","0","0","60","0","0","980,27"
16/06/2021,21:09:00,"1981","1513","1953","17","0","0","60","0","0","3166,66"
16/06/2021,21:10:00,"283","276","1225","4","0","0","0","7","53","1287,2"
16/06/2021,21:11:00,"0","0","206","0","0","0","0","0","60","206"
16/06/2021,21:12:00,"0","0","0","0","0","0","0","0","60","0"
16/06/2021,21:13:00,"69","11","132","1","0","0","0","0","60","149,35"
16/06/2021,21:14:00,"180","220","709","4","0","0","0","0","60","763,86"
16/06/2021,21:15:00,"32","192","684","0","0","0","0","0","60","711,16"
16/06/2021,21:16:00,"0","0","332","0","0","0","0","0","60","332"
16/06/2021,21:17:00,"0","28","238","0","0","0","0","0","60","239,64"
16/06/2021,21:18:00,"0","0","0","0","0","0","0","0","60","0"
16/06/2021,21:19:00,"1110","1064","1967","10","0","0","60","0","0","2496,65"
16/06/2021,21:20:00,"669","587","994","3","0","0","60","0","0","1334,23"
16/06/2021,21:21:00,"0","0","9","0","0","0","0","0","60","9"
16/06/2021,21:22:00,"56","17","22","0","0","0","0","1","59","62,52"
16/06/2021,21:23:00,"0","0","10","0","0","0","0","0","60","10"
16/06/2021,21:24:00,"689","357","850","3","0","0","60","0","0","1150,94"
16/06/2021,21:25:00,"0","0","0","0","0","0","0","0","60","0"
16/06/2021,21:26:00,"0","0","0","0","0","0","0","0","60","0"
16/06/2021,21:27:00,"0","0","0","0","0","0","0","0","60","0"
16/06/2021,21:28:00,"51","0","83","2","0","0","0","0","60","97,42"
16/06/2021,21:29:00,"2194","2315","2324","22","0","0","60","0","0","3946,37"
16/06/2021,21:30:00,"478","793","617","2","0","0","60","0","0","1112,66"
16/06/2021,21:31:00,"87","206","102","1","0","0","0","60","0","245,78"
16/06/2021,21:32:00,"122","552","476","2","0","0","0","60","0","739,03"
16/06/2021,21:33:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:34:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:35:00,"12","143","47","1","0","0","0","60","0","151"
16/06/2021,21:36:00,"638","779","647","3","0","0","60","0","0","1196,87"
16/06/2021,21:37:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:38:00,"508","442","353","2","0","0","60","0","0","760,29"
16/06/2021,21:39:00,"309","383","812","7","0","0","0","59","1","949,48"
16/06/2021,21:40:00,"36","158","22","2","0","0","0","60","0","163,54"
16/06/2021,21:41:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:42:00,"731","704","872","5","0","0","60","0","0","1338,04"
16/06/2021,21:43:00,"282","483","129","3","0","0","0","58","2","573,98"
16/06/2021,21:44:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:45:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:46:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:47:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:48:00,"2075","3090","3795","14","0","0","60","0","0","5315,61"
16/06/2021,21:49:00,"1018","1339","1021","5","0","0","60","0","0","1967,66"
16/06/2021,21:50:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:51:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:52:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:53:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:54:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:55:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:56:00,"0","0","0","0","0","0","0","60","0","0"
16/06/2021,21:57:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,21:58:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,21:59:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:00:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:01:00,"203","78","233","2","0","0","0","60","0","318,72"
16/06/2021,22:02:00,"1297","1600","1125","8","0","0","60","0","0","2346,88"
16/06/2021,22:03:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:04:00,"6","60","7","0","0","60","0","0","0","60,7"
16/06/2021,22:05:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:06:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:07:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:08:00,"198","394","165","2","0","58","0","0","2","470,81"
16/06/2021,22:09:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:10:00,"41","163","0","1","0","60","0","0","0","168,08"
16/06/2021,22:11:00,"611","657","656","2","0","0","60","0","0","1111,44"
16/06/2021,22:12:00,"52","161","48","1","0","60","0","0","0","175,87"
16/06/2021,22:13:00,"20","33","7","1","0","60","0","0","0","39,22"
16/06/2021,22:14:00,"351","585","723","4","0","13","0","0","47","994,06"
16/06/2021,22:15:00,"104","319","154","1","0","48","0","0","12","369,18"
16/06/2021,22:16:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:17:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:18:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:19:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:20:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:21:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:22:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:23:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:24:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:25:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:26:00,"0","4","0","0","0","60","0","0","0","4"
16/06/2021,22:27:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:28:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:29:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:30:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:31:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:32:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:33:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:34:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:35:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:36:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:37:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:38:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:39:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:40:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:41:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:42:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:43:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:44:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:45:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:46:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:47:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:48:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:49:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:50:00,"0","0","0","0","0","60","0","0","0","0"
16/06/2021,22:51:00,"99","608","274","3","0","50","0","0","10","674,2"
16/06/2021,22:52:00,"1002","1483","1195","3","0","0","60","0","0","2152,05"
16/06/2021,22:53:00,"747","767","643","6","0","0","60","0","0","1248,9"
